Tripid,City,Stationid,Truckid,Wastecollected,TruckType,Date
53216,Rio de Janeiro,84,266,40.75,Scania,2019-06-14
53217,Rio de Janeiro,84,262,40.97,Scania,2019-06-14
53218,Rio de Janeiro,57,275,38.57,Volvo,2019-06-14
53219,Rio de Janeiro,32,288,34.57,Scania,2019-06-14
53220,Rio de Janeiro,57,275,44.14,Volvo,2019-06-14
53221,Rio de Janeiro,57,270,35.94,Scania,2019-06-14
53222,Rio de Janeiro,86,251,40.47,Volvo,2019-06-14
53223,Rio de Janeiro,32,291,33.38,Volvo,2019-06-14
53224,Rio de Janeiro,57,270,41.38,Scania,2019-06-14
53225,Rio de Janeiro,86,251,33.76,Volvo,2019-06-14
53226,Rio de Janeiro,31,276,44.88,Scania,2019-06-14
53227,Rio de Janeiro,57,270,34.51,Scania,2019-06-14
53228,Rio de Janeiro,84,261,43.25,Volvo,2019-06-14
53229,Rio de Janeiro,86,251,44.01,Volvo,2019-06-14
53230,Rio de Janeiro,44,301,32.56,Volvo,2019-06-14
53231,Rio de Janeiro,84,262,43.64,Scania,2019-06-14
53232,Rio de Janeiro,44,297,40.77,Volvo,2019-06-14
53233,Rio de Janeiro,86,251,33.63,Volvo,2019-06-14
53234,Rio de Janeiro,32,291,36.88,Volvo,2019-06-14
53235,Rio de Janeiro,86,252,42.93,Scania,2019-06-14
53236,Rio de Janeiro,57,270,36.3,Scania,2019-06-14
53237,Rio de Janeiro,31,280,40.99,Scania,2019-06-14
53238,Rio de Janeiro,32,290,36.36,Scania,2019-06-14
53239,Rio de Janeiro,44,299,38.72,Volvo,2019-06-14
53240,Rio de Janeiro,86,257,39.33,Volvo,2019-06-14
53241,Rio de Janeiro,44,301,34.25,Volvo,2019-06-14
53242,Rio de Janeiro,84,261,41.25,Volvo,2019-06-14
53243,Rio de Janeiro,31,276,34.18,Scania,2019-06-14
53244,Rio de Janeiro,86,252,43.74,Scania,2019-06-14
53245,Rio de Janeiro,44,299,35.93,Volvo,2019-06-14
53246,Rio de Janeiro,57,275,42.82,Volvo,2019-06-14
53247,Rio de Janeiro,31,276,31.29,Scania,2019-06-14
53248,Rio de Janeiro,44,297,44.25,Volvo,2019-06-14
53249,Rio de Janeiro,32,286,34.89,Scania,2019-06-14
53250,Rio de Janeiro,32,288,43.93,Scania,2019-06-14
53251,Rio de Janeiro,32,288,35.22,Scania,2019-06-14
53252,Rio de Janeiro,57,272,30.06,Scania,2019-06-14
53253,Rio de Janeiro,84,261,38.01,Volvo,2019-06-14
53254,Rio de Janeiro,86,255,36.97,Volvo,2019-06-14
53255,Rio de Janeiro,44,301,33.4,Volvo,2019-06-14
53256,Rio de Janeiro,84,265,44.77,Volvo,2019-06-14
53257,Rio de Janeiro,32,290,35.88,Scania,2019-06-14
53258,Rio de Janeiro,31,283,31.91,Volvo,2019-06-14
53259,Rio de Janeiro,32,290,35.95,Scania,2019-06-14
53260,Rio de Janeiro,31,280,40.97,Scania,2019-06-14
53261,Rio de Janeiro,86,257,33.35,Volvo,2019-06-14
53262,Rio de Janeiro,32,288,40.59,Scania,2019-06-14
53263,Rio de Janeiro,31,280,32.15,Scania,2019-06-14
53264,Rio de Janeiro,32,290,37.45,Scania,2019-06-14
53265,Rio de Janeiro,44,297,43.24,Volvo,2019-06-14
53266,Rio de Janeiro,84,266,42.02,Scania,2019-06-14
53267,Brasilia,97,122,43.4,Scania,2019-06-15
53268,Brasilia,46,169,36.92,Volvo,2019-06-15
53269,Brasilia,97,121,36.43,Volvo,2019-06-15
53270,Brasilia,71,133,36.04,Volvo,2019-06-15
53271,Brasilia,71,130,33.11,Scania,2019-06-15
53272,Brasilia,71,126,34.98,Scania,2019-06-15
53273,Brasilia,77,150,42.84,Scania,2019-06-15
53274,Brasilia,97,121,38.6,Volvo,2019-06-15
53275,Brasilia,97,115,35.17,Volvo,2019-06-15
53276,Brasilia,71,126,33.4,Scania,2019-06-15
53277,Brasilia,40,136,43.95,Scania,2019-06-15
53278,Brasilia,43,144,40.99,Scania,2019-06-15
53279,Brasilia,77,157,41.87,Volvo,2019-06-15
53280,Brasilia,46,162,42.98,Scania,2019-06-15
53281,Brasilia,40,134,32.29,Scania,2019-06-15
53282,Brasilia,71,126,44.32,Scania,2019-06-15
53283,Brasilia,77,160,42.31,Scania,2019-06-15
53284,Brasilia,46,169,30.29,Volvo,2019-06-15
53285,Brasilia,40,135,33.39,Volvo,2019-06-15
53286,Brasilia,97,121,30.51,Volvo,2019-06-15
53287,Brasilia,46,169,41.7,Volvo,2019-06-15
53288,Brasilia,97,121,39.6,Volvo,2019-06-15
53289,Brasilia,97,122,36.81,Scania,2019-06-15
53290,Brasilia,46,168,36.72,Scania,2019-06-15
53291,Brasilia,71,125,44.17,Volvo,2019-06-15
53292,Brasilia,40,134,38.47,Scania,2019-06-15
53293,Brasilia,43,144,34.92,Scania,2019-06-15
53294,Brasilia,46,168,31.06,Scania,2019-06-15
53295,Brasilia,46,161,36.56,Volvo,2019-06-15
53296,Brasilia,71,130,37.87,Scania,2019-06-15
53297,Brasilia,40,137,41.38,Volvo,2019-06-15
53298,Brasilia,40,135,37.68,Volvo,2019-06-15
53299,Brasilia,71,125,32.26,Volvo,2019-06-15
53300,Brasilia,40,137,43.4,Volvo,2019-06-15
53301,Brasilia,43,148,36.51,Scania,2019-06-15
53302,Brasilia,43,144,42.31,Scania,2019-06-15
53303,Brasilia,43,145,42.23,Volvo,2019-06-15
53304,Brasilia,46,162,33.8,Scania,2019-06-15
53305,Brasilia,97,120,34.27,Scania,2019-06-15
53306,Brasilia,43,144,33.62,Scania,2019-06-15
53307,Brasilia,40,135,39.38,Volvo,2019-06-15
53308,Brasilia,46,168,39.02,Scania,2019-06-15
53309,Brasilia,46,162,39.99,Scania,2019-06-15
53310,Brasilia,40,137,38.38,Volvo,2019-06-15
53311,Brasilia,77,150,42.14,Scania,2019-06-15
53312,Brasilia,71,125,44.04,Volvo,2019-06-15
53313,Brasilia,97,121,43.71,Volvo,2019-06-15
53314,Brasilia,40,135,34.07,Volvo,2019-06-15
53315,Brasilia,40,137,43.33,Volvo,2019-06-15
53316,Brasilia,40,135,38.53,Volvo,2019-06-15
53317,Brasilia,46,168,35.86,Scania,2019-06-15
53318,Brasilia,46,168,32.59,Scania,2019-06-15
53319,Brasilia,71,133,35.72,Volvo,2019-06-15
53320,Brasilia,97,122,36.79,Scania,2019-06-15
53321,Brasilia,40,135,38.55,Volvo,2019-06-15
53322,Brasilia,43,145,33.15,Volvo,2019-06-15
53323,Brasilia,77,152,44.65,Scania,2019-06-15
53324,Brasilia,46,161,32.79,Volvo,2019-06-15
53325,Brasilia,43,143,43.51,Volvo,2019-06-15
53326,Brasilia,46,161,43.54,Volvo,2019-06-15
53327,Brasilia,40,137,36.37,Volvo,2019-06-15
53328,Brasilia,97,115,34.03,Volvo,2019-06-15
53329,Brasilia,77,157,33.87,Volvo,2019-06-15
53330,Brasilia,40,134,32.23,Scania,2019-06-15
53331,Brasilia,77,152,44.34,Scania,2019-06-15
53332,Brasilia,97,121,44.63,Volvo,2019-06-15
53333,Brasilia,71,133,30.54,Volvo,2019-06-15
53334,Brasilia,46,169,35.03,Volvo,2019-06-15
53335,Brasilia,97,115,37.8,Volvo,2019-06-15
53336,Brasilia,40,134,33.04,Scania,2019-06-15
53337,Brasilia,40,134,31.43,Scania,2019-06-15
53338,Brasilia,43,143,36.61,Volvo,2019-06-15
53339,Brasilia,46,169,36.94,Volvo,2019-06-15
53340,Brasilia,40,137,44.18,Volvo,2019-06-15
53341,Brasilia,46,169,35.95,Volvo,2019-06-15
53342,Brasilia,77,150,40.7,Scania,2019-06-15
53343,Salvador,48,184,37.61,Scania,2019-06-15
53344,Salvador,82,211,36.16,Volvo,2019-06-15
53345,Salvador,82,211,34.87,Volvo,2019-06-15
53346,Salvador,81,192,34.01,Scania,2019-06-15
53347,Salvador,82,213,43.2,Volvo,2019-06-15
53348,Salvador,47,170,44.93,Scania,2019-06-15
53349,Salvador,47,178,44.01,Scania,2019-06-15
53350,Salvador,81,191,37.03,Volvo,2019-06-15
53351,Salvador,82,213,44.05,Volvo,2019-06-15
53352,Salvador,82,211,36.02,Volvo,2019-06-15
53353,Salvador,82,211,37.4,Volvo,2019-06-15
53354,Salvador,82,213,39.21,Volvo,2019-06-15
53355,Salvador,81,191,40.76,Volvo,2019-06-15
53356,Salvador,81,194,39.98,Scania,2019-06-15
53357,Salvador,47,170,37.66,Scania,2019-06-15
53358,Salvador,47,178,39.79,Scania,2019-06-15
53359,Salvador,47,178,31.45,Scania,2019-06-15
53360,Salvador,82,211,41.23,Volvo,2019-06-15
53361,Salvador,82,211,36.89,Volvo,2019-06-15
53362,Salvador,48,188,34.43,Scania,2019-06-15
53363,Salvador,82,211,37.11,Volvo,2019-06-15
53364,Salvador,82,211,33.26,Volvo,2019-06-15
53365,Salvador,81,191,30.1,Volvo,2019-06-15
53366,Salvador,82,211,38.24,Volvo,2019-06-15
53367,Salvador,82,211,40.25,Volvo,2019-06-15
53368,Salvador,81,192,39.93,Scania,2019-06-15
53369,Salvador,82,213,44.57,Volvo,2019-06-15
53370,Salvador,48,188,41.43,Scania,2019-06-15
53371,Salvador,47,170,41.48,Scania,2019-06-15
53372,Salvador,48,184,44.88,Scania,2019-06-15
53373,Salvador,82,211,42.39,Volvo,2019-06-15
53374,Salvador,81,192,32.69,Scania,2019-06-15
53375,Salvador,47,170,36.81,Scania,2019-06-15
53376,Salvador,82,211,36.44,Volvo,2019-06-15
53377,Salvador,81,198,43.89,Scania,2019-06-15
53378,Salvador,81,192,31.2,Scania,2019-06-15
53379,Salvador,47,179,38.43,Volvo,2019-06-15
53380,Salvador,48,188,39.16,Scania,2019-06-15
53381,Salvador,47,170,37,Scania,2019-06-15
53382,Salvador,81,198,37.96,Scania,2019-06-15
53383,Salvador,47,170,36.73,Scania,2019-06-15
53384,Salvador,47,170,37.9,Scania,2019-06-15
53385,Salvador,81,198,30.63,Scania,2019-06-15
53386,Salvador,81,192,34.06,Scania,2019-06-15
53387,Salvador,48,189,37.3,Volvo,2019-06-15
53388,Salvador,81,194,33.8,Scania,2019-06-15
53389,Salvador,81,194,33.85,Scania,2019-06-15
53390,Salvador,48,188,32.66,Scania,2019-06-15
53391,Salvador,47,178,34.82,Scania,2019-06-15
53392,Salvador,81,198,34.23,Scania,2019-06-15
53393,Salvador,48,184,39.01,Scania,2019-06-15
53394,Salvador,81,198,38.09,Scania,2019-06-15
53395,Salvador,47,178,33.23,Scania,2019-06-15
53396,Salvador,47,170,41.01,Scania,2019-06-15
53397,Salvador,47,178,35.09,Scania,2019-06-15
53398,Salvador,82,213,40.72,Volvo,2019-06-15
53399,Salvador,47,170,42.47,Scania,2019-06-15
53400,Salvador,48,189,41.55,Volvo,2019-06-15
53401,Salvador,47,179,36.5,Volvo,2019-06-15
53402,Salvador,82,211,30.77,Volvo,2019-06-15
53403,Salvador,48,188,44.66,Scania,2019-06-15
53404,Salvador,81,191,32.31,Volvo,2019-06-15
53405,Salvador,48,188,40.14,Scania,2019-06-15
53406,Salvador,81,198,40.08,Scania,2019-06-15
53407,Salvador,81,194,30.28,Scania,2019-06-15
53408,Salvador,48,182,30.4,Scania,2019-06-15
53409,Salvador,82,211,42.72,Volvo,2019-06-15
53410,Salvador,81,191,35.92,Volvo,2019-06-15
53411,Salvador,81,191,38.08,Volvo,2019-06-15
53412,Salvador,48,182,35.91,Scania,2019-06-15
53413,Salvador,82,213,42.54,Volvo,2019-06-15
53414,Salvador,47,179,34.75,Volvo,2019-06-15
53415,Salvador,81,194,31.71,Scania,2019-06-15
53416,Salvador,81,191,34.31,Volvo,2019-06-15
53417,Salvador,48,189,34.36,Volvo,2019-06-15
53418,Salvador,82,213,40.16,Volvo,2019-06-15
53419,Sao Paulo,21,244,39.95,Scania,2019-06-15
53420,Sao Paulo,19,238,44.68,Scania,2019-06-15
53421,Sao Paulo,83,229,33.87,Volvo,2019-06-15
53422,Sao Paulo,83,229,42.35,Volvo,2019-06-15
53423,Sao Paulo,21,244,40.54,Scania,2019-06-15
53424,Sao Paulo,19,232,37.14,Scania,2019-06-15
53425,Sao Paulo,19,232,33.65,Scania,2019-06-15
53426,Sao Paulo,21,240,31.3,Scania,2019-06-15
53427,Sao Paulo,83,229,32.42,Volvo,2019-06-15
53428,Sao Paulo,19,238,37.01,Scania,2019-06-15
53429,Sao Paulo,21,240,36.33,Scania,2019-06-15
53430,Sao Paulo,21,246,35.97,Scania,2019-06-15
53431,Sao Paulo,21,246,41.9,Scania,2019-06-15
53432,Sao Paulo,19,230,37.62,Scania,2019-06-15
53433,Sao Paulo,83,217,36.49,Volvo,2019-06-15
53434,Sao Paulo,19,238,32.91,Scania,2019-06-15
53435,Sao Paulo,19,230,35.87,Scania,2019-06-15
53436,Sao Paulo,19,233,35.1,Volvo,2019-06-15
53437,Sao Paulo,83,217,43.95,Volvo,2019-06-15
53438,Sao Paulo,19,233,38.42,Volvo,2019-06-15
53439,Sao Paulo,19,232,35.46,Scania,2019-06-15
53440,Sao Paulo,83,217,40.8,Volvo,2019-06-15
53441,Sao Paulo,19,230,32.37,Scania,2019-06-15
53442,Sao Paulo,19,230,34.68,Scania,2019-06-15
53443,Sao Paulo,19,230,36.49,Scania,2019-06-15
53444,Sao Paulo,83,229,32.22,Volvo,2019-06-15
53445,Sao Paulo,83,229,36.81,Volvo,2019-06-15
53446,Sao Paulo,21,245,40.15,Volvo,2019-06-15
53447,Sao Paulo,21,246,31.67,Scania,2019-06-15
53448,Sao Paulo,83,229,40.91,Volvo,2019-06-15
53449,Sao Paulo,19,233,30.95,Volvo,2019-06-15
53450,Sao Paulo,21,240,33.45,Scania,2019-06-15
53451,Sao Paulo,83,217,34.07,Volvo,2019-06-15
53452,Sao Paulo,21,245,30.06,Volvo,2019-06-15
53453,Sao Paulo,19,233,34.93,Volvo,2019-06-15
53454,Sao Paulo,83,229,36.68,Volvo,2019-06-15
53455,Sao Paulo,21,244,30.79,Scania,2019-06-15
53456,Sao Paulo,19,232,36.02,Scania,2019-06-15
53457,Sao Paulo,19,238,44.21,Scania,2019-06-15
53458,Sao Paulo,83,229,38.13,Volvo,2019-06-15
53459,Sao Paulo,21,240,39.07,Scania,2019-06-15
53460,Sao Paulo,83,229,42.09,Volvo,2019-06-15
53461,Sao Paulo,83,229,34.8,Volvo,2019-06-15
53462,Sao Paulo,19,238,34.81,Scania,2019-06-15
53463,Sao Paulo,83,217,42.88,Volvo,2019-06-15
53464,Sao Paulo,83,229,42.35,Volvo,2019-06-15
53465,Sao Paulo,83,217,38.77,Volvo,2019-06-15
53466,Sao Paulo,19,233,32.15,Volvo,2019-06-15
53467,Sao Paulo,21,240,36.95,Scania,2019-06-15
53468,Sao Paulo,83,229,42.85,Volvo,2019-06-15
53469,Sao Paulo,21,240,41.26,Scania,2019-06-15
53470,Sao Paulo,83,229,36.76,Volvo,2019-06-15
53471,Sao Paulo,21,245,40.99,Volvo,2019-06-15
53472,Sao Paulo,19,238,35.67,Scania,2019-06-15
53473,Sao Paulo,19,232,39.44,Scania,2019-06-15
53474,Sao Paulo,83,217,30.9,Volvo,2019-06-15
53475,Sao Paulo,83,229,32.03,Volvo,2019-06-15
53476,Sao Paulo,21,240,43.9,Scania,2019-06-15
53477,Sao Paulo,83,217,44.95,Volvo,2019-06-15
53478,Sao Paulo,21,245,43.3,Volvo,2019-06-15
53479,Sao Paulo,19,238,43.09,Scania,2019-06-15
53480,Sao Paulo,19,238,37.09,Scania,2019-06-15
53481,Sao Paulo,83,217,41.29,Volvo,2019-06-15
53482,Sao Paulo,19,232,32.04,Scania,2019-06-15
53483,Sao Paulo,21,246,42.11,Scania,2019-06-15
53484,Sao Paulo,21,240,37.21,Scania,2019-06-15
53485,Sao Paulo,19,230,42.58,Scania,2019-06-15
53486,Sao Paulo,83,217,44.66,Volvo,2019-06-15
53487,Sao Paulo,21,244,44.82,Scania,2019-06-15
53488,Sao Paulo,21,245,37.38,Volvo,2019-06-15
53489,Sao Paulo,19,238,42.76,Scania,2019-06-15
53490,Sao Paulo,83,229,30.67,Volvo,2019-06-15
53491,Sao Paulo,21,246,36.44,Scania,2019-06-15
53492,Sao Paulo,83,217,32.82,Volvo,2019-06-15
53493,Sao Paulo,21,245,37.21,Volvo,2019-06-15
53494,Sao Paulo,83,229,37.92,Volvo,2019-06-15
53495,Rio de Janeiro,44,298,30.47,Scania,2019-06-15
53496,Rio de Janeiro,44,297,38.85,Volvo,2019-06-15
53497,Rio de Janeiro,32,291,33.78,Volvo,2019-06-15
53498,Rio de Janeiro,84,266,44.42,Scania,2019-06-15
53499,Rio de Janeiro,84,265,43.6,Volvo,2019-06-15
53500,Rio de Janeiro,86,252,32.52,Scania,2019-06-15
53501,Rio de Janeiro,31,283,33.33,Volvo,2019-06-15
53502,Rio de Janeiro,44,301,36.92,Volvo,2019-06-15
53503,Rio de Janeiro,57,275,34.38,Volvo,2019-06-15
53504,Rio de Janeiro,57,274,36.43,Scania,2019-06-15
53505,Rio de Janeiro,84,261,38.06,Volvo,2019-06-15
53506,Rio de Janeiro,84,266,37.16,Scania,2019-06-15
53507,Rio de Janeiro,32,291,44.9,Volvo,2019-06-15
53508,Rio de Janeiro,31,283,44.53,Volvo,2019-06-15
53509,Rio de Janeiro,86,257,43.15,Volvo,2019-06-15
53510,Rio de Janeiro,84,261,31.68,Volvo,2019-06-15
53511,Rio de Janeiro,57,274,44.16,Scania,2019-06-15
53512,Rio de Janeiro,32,288,33.62,Scania,2019-06-15
53513,Rio de Janeiro,44,299,33.46,Volvo,2019-06-15
53514,Rio de Janeiro,84,265,39.19,Volvo,2019-06-15
53515,Rio de Janeiro,57,272,41.36,Scania,2019-06-15
53516,Rio de Janeiro,31,276,43.6,Scania,2019-06-15
53517,Rio de Janeiro,57,274,32.45,Scania,2019-06-15
53518,Rio de Janeiro,32,286,30.82,Scania,2019-06-15
53519,Rio de Janeiro,84,261,39.53,Volvo,2019-06-15
53520,Rio de Janeiro,86,251,44.85,Volvo,2019-06-15
53521,Rio de Janeiro,57,272,35.14,Scania,2019-06-15
53522,Rio de Janeiro,86,257,43.97,Volvo,2019-06-15
53523,Rio de Janeiro,86,257,36.22,Volvo,2019-06-15
53524,Rio de Janeiro,57,270,37.17,Scania,2019-06-15
53525,Rio de Janeiro,57,270,34.16,Scania,2019-06-15
53526,Rio de Janeiro,32,290,33.89,Scania,2019-06-15
53527,Rio de Janeiro,44,301,30.44,Volvo,2019-06-15
53528,Rio de Janeiro,32,290,33.03,Scania,2019-06-15
53529,Rio de Janeiro,57,272,35.24,Scania,2019-06-15
53530,Rio de Janeiro,86,252,34.24,Scania,2019-06-15
53531,Rio de Janeiro,32,286,30.8,Scania,2019-06-15
53532,Rio de Janeiro,86,252,41.76,Scania,2019-06-15
53533,Rio de Janeiro,44,298,42.77,Scania,2019-06-15
53534,Rio de Janeiro,32,286,35.88,Scania,2019-06-15
53535,Rio de Janeiro,32,290,38.77,Scania,2019-06-15
53536,Rio de Janeiro,32,291,44.22,Volvo,2019-06-15
53537,Rio de Janeiro,44,297,34.13,Volvo,2019-06-15
53538,Rio de Janeiro,32,286,33.58,Scania,2019-06-15
53539,Rio de Janeiro,44,298,39.7,Scania,2019-06-15
53540,Rio de Janeiro,84,265,32.47,Volvo,2019-06-15
53541,Rio de Janeiro,84,266,40.02,Scania,2019-06-15
53542,Rio de Janeiro,32,288,31.53,Scania,2019-06-15
53543,Rio de Janeiro,32,291,32.07,Volvo,2019-06-15
53544,Rio de Janeiro,32,291,37.45,Volvo,2019-06-15
53545,Rio de Janeiro,86,251,43.23,Volvo,2019-06-15
53546,Rio de Janeiro,86,257,39.4,Volvo,2019-06-15
53547,Rio de Janeiro,84,265,43.08,Volvo,2019-06-15
53548,Rio de Janeiro,84,265,33.8,Volvo,2019-06-15
53549,Rio de Janeiro,57,275,43.27,Volvo,2019-06-15
53550,Rio de Janeiro,32,291,31.88,Volvo,2019-06-15
53551,Rio de Janeiro,44,298,34.49,Scania,2019-06-15
53552,Rio de Janeiro,31,280,31.38,Scania,2019-06-15
53553,Rio de Janeiro,32,290,31.79,Scania,2019-06-15
53554,Rio de Janeiro,84,262,35.28,Scania,2019-06-15
53555,Rio de Janeiro,84,262,43.3,Scania,2019-06-15
53556,Rio de Janeiro,44,301,44.22,Volvo,2019-06-15
53557,Rio de Janeiro,32,290,43.32,Scania,2019-06-15
53558,Rio de Janeiro,32,288,43.59,Scania,2019-06-15
53559,Rio de Janeiro,57,272,38.91,Scania,2019-06-15
53560,Rio de Janeiro,32,290,38.55,Scania,2019-06-15
53561,Rio de Janeiro,86,255,38.4,Volvo,2019-06-15
53562,Rio de Janeiro,86,251,38.07,Volvo,2019-06-15
53563,Rio de Janeiro,86,257,39.53,Volvo,2019-06-15
53564,Rio de Janeiro,31,277,41.97,Volvo,2019-06-15
53565,Rio de Janeiro,84,261,38.48,Volvo,2019-06-15
53566,Rio de Janeiro,44,298,30.76,Scania,2019-06-15
53567,Rio de Janeiro,84,265,39.16,Volvo,2019-06-15
53568,Rio de Janeiro,31,276,41.91,Scania,2019-06-15
53569,Rio de Janeiro,57,270,36.83,Scania,2019-06-15
53570,Rio de Janeiro,32,291,43.03,Volvo,2019-06-15
53571,Brasilia,77,150,31.01,Scania,2019-06-16
53572,Brasilia,71,130,44.45,Scania,2019-06-16
53573,Brasilia,40,136,30.43,Scania,2019-06-16
53574,Brasilia,97,120,31.99,Scania,2019-06-16
53575,Brasilia,43,145,30.1,Volvo,2019-06-16
53576,Brasilia,43,143,38.52,Volvo,2019-06-16
53577,Brasilia,97,115,32.86,Volvo,2019-06-16
53578,Brasilia,43,144,41.47,Scania,2019-06-16
53579,Brasilia,97,122,37.99,Scania,2019-06-16
53580,Brasilia,97,115,35.86,Volvo,2019-06-16
53581,Brasilia,97,120,44.64,Scania,2019-06-16
53582,Brasilia,71,125,39.13,Volvo,2019-06-16
53583,Brasilia,97,121,43.75,Volvo,2019-06-16
53584,Brasilia,43,145,42.21,Volvo,2019-06-16
53585,Brasilia,46,169,31.99,Volvo,2019-06-16
53586,Brasilia,46,162,30.64,Scania,2019-06-16
53587,Brasilia,43,145,37,Volvo,2019-06-16
53588,Brasilia,40,137,36.59,Volvo,2019-06-16
53589,Brasilia,77,160,38.3,Scania,2019-06-16
53590,Brasilia,43,145,41.66,Volvo,2019-06-16
53591,Brasilia,43,143,34.63,Volvo,2019-06-16
53592,Brasilia,46,162,43.22,Scania,2019-06-16
53593,Brasilia,46,162,38.82,Scania,2019-06-16
53594,Brasilia,77,160,36.55,Scania,2019-06-16
53595,Brasilia,43,145,32.4,Volvo,2019-06-16
53596,Brasilia,71,133,37.18,Volvo,2019-06-16
53597,Brasilia,40,135,31.12,Volvo,2019-06-16
53598,Brasilia,71,130,33.72,Scania,2019-06-16
53599,Brasilia,46,161,39.38,Volvo,2019-06-16
53600,Brasilia,77,160,33.29,Scania,2019-06-16
53601,Brasilia,46,169,34.44,Volvo,2019-06-16
53602,Brasilia,77,150,35.3,Scania,2019-06-16
53603,Brasilia,71,126,42.89,Scania,2019-06-16
53604,Brasilia,97,120,37.57,Scania,2019-06-16
53605,Brasilia,43,144,40.28,Scania,2019-06-16
53606,Brasilia,46,162,44.69,Scania,2019-06-16
53607,Brasilia,43,144,32.74,Scania,2019-06-16
53608,Brasilia,46,168,32.16,Scania,2019-06-16
53609,Brasilia,71,125,37.66,Volvo,2019-06-16
53610,Brasilia,46,162,39.4,Scania,2019-06-16
53611,Brasilia,71,133,42.59,Volvo,2019-06-16
53612,Brasilia,77,152,41.31,Scania,2019-06-16
53613,Brasilia,46,161,42.46,Volvo,2019-06-16
53614,Brasilia,97,120,36.37,Scania,2019-06-16
53615,Brasilia,97,120,39.68,Scania,2019-06-16
53616,Brasilia,77,152,35.11,Scania,2019-06-16
53617,Brasilia,40,134,43.64,Scania,2019-06-16
53618,Brasilia,46,169,39.76,Volvo,2019-06-16
53619,Brasilia,77,150,38.72,Scania,2019-06-16
53620,Brasilia,40,136,33.68,Scania,2019-06-16
53621,Brasilia,97,115,37.87,Volvo,2019-06-16
53622,Brasilia,77,152,44.64,Scania,2019-06-16
53623,Brasilia,77,150,32.57,Scania,2019-06-16
53624,Brasilia,43,143,35.56,Volvo,2019-06-16
53625,Brasilia,40,135,34.92,Volvo,2019-06-16
53626,Brasilia,46,168,40.64,Scania,2019-06-16
53627,Brasilia,46,169,39.59,Volvo,2019-06-16
53628,Brasilia,97,120,44.16,Scania,2019-06-16
53629,Brasilia,40,137,35.8,Volvo,2019-06-16
53630,Brasilia,97,115,43.83,Volvo,2019-06-16
53631,Brasilia,43,144,38.17,Scania,2019-06-16
53632,Brasilia,97,115,42.87,Volvo,2019-06-16
53633,Brasilia,40,134,31.27,Scania,2019-06-16
53634,Brasilia,77,160,42.09,Scania,2019-06-16
53635,Brasilia,77,157,38.57,Volvo,2019-06-16
53636,Brasilia,46,168,41.71,Scania,2019-06-16
53637,Brasilia,97,121,40.47,Volvo,2019-06-16
53638,Brasilia,43,148,41.36,Scania,2019-06-16
53639,Brasilia,71,125,43.83,Volvo,2019-06-16
53640,Brasilia,77,160,32.9,Scania,2019-06-16
53641,Brasilia,43,144,41.59,Scania,2019-06-16
53642,Brasilia,97,122,42.77,Scania,2019-06-16
53643,Brasilia,43,145,44.03,Volvo,2019-06-16
53644,Brasilia,43,144,32.07,Scania,2019-06-16
53645,Brasilia,97,121,31.22,Volvo,2019-06-16
53646,Brasilia,40,134,33.78,Scania,2019-06-16
53647,Salvador,81,191,33.62,Volvo,2019-06-16
53648,Salvador,48,182,40.92,Scania,2019-06-16
53649,Salvador,81,194,32.13,Scania,2019-06-16
53650,Salvador,82,211,41.65,Volvo,2019-06-16
53651,Salvador,82,213,38.92,Volvo,2019-06-16
53652,Salvador,48,189,39.88,Volvo,2019-06-16
53653,Salvador,81,191,31.13,Volvo,2019-06-16
53654,Salvador,81,191,36,Volvo,2019-06-16
53655,Salvador,48,182,39.29,Scania,2019-06-16
53656,Salvador,48,188,32.93,Scania,2019-06-16
53657,Salvador,48,188,32.64,Scania,2019-06-16
53658,Salvador,81,192,31.9,Scania,2019-06-16
53659,Salvador,82,211,34.16,Volvo,2019-06-16
53660,Salvador,47,178,41.69,Scania,2019-06-16
53661,Salvador,47,179,30.87,Volvo,2019-06-16
53662,Salvador,82,213,41.75,Volvo,2019-06-16
53663,Salvador,82,213,40.48,Volvo,2019-06-16
53664,Salvador,81,191,42.38,Volvo,2019-06-16
53665,Salvador,82,213,41.96,Volvo,2019-06-16
53666,Salvador,47,179,36.56,Volvo,2019-06-16
53667,Salvador,47,178,39.3,Scania,2019-06-16
53668,Salvador,82,213,36.74,Volvo,2019-06-16
53669,Salvador,82,213,37.09,Volvo,2019-06-16
53670,Salvador,47,179,35.17,Volvo,2019-06-16
53671,Salvador,47,178,43.31,Scania,2019-06-16
53672,Salvador,82,211,39.14,Volvo,2019-06-16
53673,Salvador,82,213,37.35,Volvo,2019-06-16
53674,Salvador,82,213,31.86,Volvo,2019-06-16
53675,Salvador,81,194,43.04,Scania,2019-06-16
53676,Salvador,47,178,32.95,Scania,2019-06-16
53677,Salvador,48,189,37.73,Volvo,2019-06-16
53678,Salvador,47,170,39.04,Scania,2019-06-16
53679,Salvador,82,211,40.56,Volvo,2019-06-16
53680,Salvador,82,213,30.88,Volvo,2019-06-16
53681,Salvador,47,179,44.64,Volvo,2019-06-16
53682,Salvador,81,194,38.98,Scania,2019-06-16
53683,Salvador,48,184,43.89,Scania,2019-06-16
53684,Salvador,48,184,33.29,Scania,2019-06-16
53685,Salvador,47,179,34.22,Volvo,2019-06-16
53686,Salvador,82,213,42.56,Volvo,2019-06-16
